,x,V
128,"[0.2950526488947929, 0.7541274805220267]",0.2225073107323803
129,"[0.9970046085981108, 0.6633302597664807]",0.6613433260097633
130,"[0.742054378264895, 0.26954290983952534]",0.20001549637667962
131,"[0.8798122123339035, 0.8906184343879672]",0.7835769751042349
132,"[0.35494899320076856, 0.20021127263057203]",0.07106478964766613
133,"[0.044293913691881515, 0.256553708797837]",0.011363767834823495
134,"[0.5747313031997924, 0.39585522943006735]",0.2275103918887954
135,"[0.741809480562458, 0.4971267621032178]",0.3687733451694846
136,"[0.8844383810459657, 0.028171582529920358]",0.024916028844265574
137,"[0.9922732030253328, 0.13433348624558183]",0.133295518670463
138,"[0.07874912557100788, 0.6621036874995463]",0.05214008642792913
139,"[0.060584275018249256, 0.6142423417018076]",0.03721342695751574
140,"[0.2582057955393291, 0.4600495377846955]",0.11878745689119793
141,"[0.5132066789274027, 0.3144490686411815]",0.16137736220915563
142,"[0.9583163289760803, 0.809024363808777]",0.775301258377436
143,"[0.16516312587636794, 0.4048678585053308]",0.06686924107761148
144,"[0.13314786578107263, 0.6144740564931886]",0.08181590919990632
145,"[0.9869289261973728, 0.8569707301862554]",0.8457692025252995
146,"[0.9216824238561999, 0.11406646880368143]",0.10513305944769472
147,"[0.4984152264646592, 0.44798523858896067]",0.22328266414414122
148,"[0.3311175870787848, 0.21201529136837283]",0.07020199170170112
149,"[0.9851829101747753, 0.6443861085056878]",0.634838181653832
150,"[0.35862700410848625, 0.07535435704294302]",0.027024107312831867
151,"[0.1615934150244529, 0.6111064890918265]",0.09875078451595182
152,"[0.8426396596227453, 0.39718642932509385]",0.3346850376132707
153,"[0.3441000493291527, 0.0363955283442019]",0.01252370309860045
154,"[0.07621593958232831, 0.6298472216084712]",0.048004397788208586
155,"[0.5654972360074918, 0.08272447488434309]",0.04678046189726719
156,"[0.9064354059805882, 0.29207463095596287]",0.2647467866871987
157,"[0.8603618303731776, 0.009192197790070966]",0.007908616115817734
158,"[0.18273445350158812, 0.9423432490643715]",0.17219857862868887
159,"[0.06461009498075276, 0.3121933758677007]",0.02017084366717399
160,"[0.5941310162086448, 0.40039613026020293]",0.2378877597575033
161,"[0.5923983091813892, 0.16466727715752782]",0.09754861656562268
162,"[0.6780598641192183, 0.037949981746812744]",0.025732359466570664
163,"[0.7600643007996163, 0.8615765103225793]",0.6548535479037046
164,"[0.5323359425306279, 0.31260509408449255]",0.16641092739934396
165,"[0.985483095623675, 0.9045282998151739]",0.8913973489810771
166,"[0.17650024525125418, 0.3050112940795068]",0.05383456820943536
167,"[0.1419870796053141, 0.40259647013344946]",0.057163497053656545
168,"[0.4668813426550791, 0.5120271520905348]",0.23905592424388528
169,"[0.1201135860914273, 0.5207144338015426]",0.06254487797347041
170,"[0.272904058935008, 0.630441387914903]",0.17205001368259695
171,"[0.7275546265039018, 0.5141914214342383]",0.3741023475730976
172,"[0.9084811014730101, 0.5976003919487562]",0.5429086623183086
173,"[0.01562642125686131, 0.38759362689407817]",0.006056701290321595
174,"[0.9455259711552564, 0.6959349443964034]",0.6580245641612886
175,"[0.12741184183977294, 0.054448300409240535]",0.006937358240186599
176,"[0.28481067316458486, 0.1216101143974041]",0.034635858545146836
177,"[0.6470534409321511, 0.8409016508431847]",0.544108306663609
178,"[0.2515514121962814, 0.9486364927546267]",0.23863084941335383
179,"[0.6758010127074126, 0.07538009043421945]",0.050941941453421846
180,"[0.9567602952206716, 0.4261536384161535]",0.4077268809004024
181,"[0.632126898645041, 0.9763631580696885]",0.6171854150618702
182,"[0.3103451685698927, 0.5706633286776136]",0.17710260693511007
183,"[0.543443440885333, 0.40862286512186974]",0.22206341584625222
184,"[0.2539497015819534, 0.7800261483098462]",0.19808740758940596
185,"[0.2962155984909587, 0.4952336796417859]",0.1466959408079713
186,"[0.6074416504200992, 0.03305009942332304]",0.02007600694025172
187,"[0.7102964034366241, 0.9289059884554786]",0.6597985827306687
188,"[0.24945177988872325, 0.0140390966196976]",0.0035020776398133244
189,"[0.9771377454347601, 0.43214872745932986]",0.4222688332421102
190,"[0.8174360722435149, 0.7404815923782025]",0.6052963644422613
191,"[0.8932332168710823, 0.006149906971836594]",0.005493301187911497
192,"[0.6845404215399178, 0.8238078436515579]",0.5639297685611281
193,"[0.6587313924221881, 0.9770337715141401]",0.6436028167530115
194,"[0.6826452032062432, 0.7717737159866317]",0.5268476251789317
195,"[0.013652767286094547, 0.2053450663941354]",0.0028035284048267646
196,"[0.8422708623044158, 0.8126144378424847]",0.6844414632826077
197,"[0.39591126152768263, 0.6944036211525311]",0.27492221365988956
198,"[0.1282503240257893, 0.13929130574040727]",0.017864155095182514
199,"[0.6565985711764376, 0.31621843308084485]",0.20762857134053467
200,"[0.9177847135584037, 0.838612613327789]",0.7696658371095092
201,"[0.5855599550786811, 0.17902390804338164]",0.10482923155189248
202,"[0.3486278600930468, 0.5307272644924219]",0.1850263105130295
203,"[0.17140353781294115, 0.4629596289827401]",0.0793529182722083
204,"[0.09188535528958752, 0.20966679520402176]",0.019265307969750723
205,"[0.39359178477025447, 0.3822604752747143]",0.15045458271050052
206,"[0.6439547812439335, 0.08008830601853734]",0.05157324758236441
207,"[0.3874363468161677, 0.2994546476977561]",0.11601961474114114
208,"[0.4473351800307329, 0.47087964387802783]",0.21064103026698497
209,"[0.030043706785755186, 0.8599261072268347]",0.025835367822938896
210,"[0.7008871001017758, 0.6682688442367062]",0.4683810123254303
211,"[0.5143228822820575, 0.5025824944146062]",0.2584896771118263
212,"[0.40475221433886643, 0.0032786324830625935]",0.0013270337575229207
213,"[0.5351798544945646, 0.8636030370565847]",0.4621829477130071
214,"[0.3772251286616354, 0.954892497947464]",0.3602094453962625
215,"[0.615640325995733, 0.6071208782766416]",0.3737680954210474
216,"[0.5286113666065388, 0.2718963970849164]",0.14372752603845182
217,"[0.931362906683333, 0.21601236995207507]",0.2011859087581201
218,"[0.12145636386201586, 0.3081759861576304]",0.037429934708296725
219,"[0.5459514658217939, 0.10754467931736533]",0.05871417531465036
220,"[0.25542090673427065, 0.9602718768623081]",0.24527351349959062
221,"[0.855607389006513, 0.8966605613821347]",0.7671894017492824
222,"[0.28347651115764316, 0.06894357565089759]",0.019543884292249486
223,"[0.3253004997672594, 0.1868576762819849]",0.06078489547987846
224,"[0.398429164054774, 0.042125902530992576]",0.01678418813047626
225,"[0.14331585166420102, 0.8839327243293413]",0.12668157120111698
226,"[0.5081716492565806, 0.92678158639334]",0.47096412725813375
227,"[0.4927422453175221, 0.4947858708284877]",0.24380190094341447
228,"[0.7346787484799808, 0.6979867955299955]",0.5127960653955294
229,"[0.5365198252601497, 0.9540915752874258]",0.5118890452553907
230,"[0.9342469979693496, 0.7163462147692231]",0.6692443006548536
231,"[0.6175629475320218, 0.9222713405210251]",0.5695606074764732
232,"[0.6698012510940582, 0.15431292305505295]",0.1033589889222556
233,"[0.2671498375819594, 0.10254862508258078]",0.027395848535064705
234,"[0.11724898703509268, 0.3883398729348072]",0.04553245672694275
235,"[0.20375201780866614, 0.25603756765671004]",0.052168171044877545
236,"[0.0689784123177577, 0.8803035315350036]",0.060721939962999696
237,"[0.55829665015117, 0.7000809515812476]",0.390852850102454
238,"[0.6436533452830938, 0.86814027275447]",0.5587813907333922
239,"[0.6288425877603573, 0.7878936045599017]",0.4954610531712842
240,"[0.8722722259484728, 0.5279861571305887]",0.46054766055027874
241,"[0.6674885797406929, 0.8934669420234388]",0.5963789801764852
242,"[0.7873094549766714, 0.016069119477518212]",0.012651369697799878
243,"[0.6684816613478511, 0.027567885806102033]",0.018428626103510932
244,"[0.42281434010001806, 0.11939824479571859]",0.05048329008240217
245,"[0.7835102808016869, 0.6320578901198913]",0.4952238549707578
246,"[0.38514560686818444, 0.12394311084909837]",0.04773614464510665
247,"[0.9884656015007847, 0.8894026252714711]",0.8791439009653417
248,"[0.3872054018517691, 0.648223120681773]",0.25099549393319376
249,"[0.3686610761484651, 0.6986597699372084]",0.25756866264669026
250,"[0.693619477151878, 0.4508829123147987]",0.31274116989650674
251,"[0.12531939540096992, 0.7204647228680509]",0.09028820347755148
252,"[0.7864131736415126, 0.2606460843281595]",0.20497551437374123
253,"[0.11892133912151248, 0.31204896244916647]",0.03710928048593344
254,"[0.43453456960315673, 0.925925278487893]",0.4023465423724196
255,"[0.5359507515856554, 0.4062419830479256]",0.2177256961401828
256,"[0.11370140545904461, 0.7076476999792461]",0.08046053805750063
257,"[0.44545413182438565, 0.11838130213738274]",0.05273344016784812
258,"[0.4208625521467102, 0.31230453370604505]",0.1314372831025144
259,"[0.8774096014384007, 0.6308051851471183]",0.5534745260852096
260,"[0.7414260595183128, 0.8434386233307221]",0.6253473749416477
261,"[0.6890746054188508, 0.13229958816225573]",0.09116428650998283
262,"[0.29825363240028135, 0.7621246458165988]",0.22730644395657848
263,"[0.8722328566851489, 0.033596406524757594]",0.02930388963744489
264,"[0.3538495673936406, 0.7360498581497176]",0.2604509238864281
265,"[0.018286375924910225, 0.3189515601559322]",0.005832468130847993
266,"[0.5825923079686887, 0.3949979773828769]",0.23012278328645414
267,"[0.8435925664148969, 0.22439857587709444]",0.18930097052400607
268,"[0.6758750430409134, 0.31779522590044773]",0.2147898619836619
269,"[0.17186208665950076, 0.8520810474791737]",0.14644042682278394
270,"[0.606290734204308, 0.5630195101513851]",0.3413535121810331
271,"[0.4785613948696249, 0.6598476589038472]",0.3157776160464816
272,"[0.8188152477106179, 0.4786654780944346]",0.3919385920164158
273,"[0.021742655495139318, 0.820871230485617]",0.017847920370319875
274,"[0.6398362240521351, 0.9658832055938332]",0.6180070631425304
275,"[0.8031740742212277, 0.3064832807965898]",0.2461594253180856
276,"[0.946807911292611, 0.42353383041195125]",0.4010051813340985
277,"[0.8042898648733311, 0.8530359752207227]",0.6860881892423653
278,"[0.3991905500120535, 0.484714852145375]",0.19349358842692344
279,"[0.24989891439419976, 0.8804983234192164]",0.22003557514837518
280,"[0.9731749252440041, 0.7426599201159841]",0.7227380122405909
281,"[0.31443305445930547, 0.2731403015991759]",0.0858843393277648
282,"[0.7969490838105182, 0.7795389637592097]",0.6212528629625029
283,"[0.4038989027687808, 0.7484816947803922]",0.3023109352643179
284,"[0.6581130135031192, 0.37336637976099674]",0.24571727332525958
285,"[0.5588651665825555, 0.6019272999141397]",0.3363962007371035
286,"[0.9053233349093379, 0.04698106640844035]",0.04253305571848629
287,"[0.4294929059674599, 0.5232455773877056]",0.22473026356686712
288,"[0.3155976926105045, 0.22801188835496689]",0.07196002585259151
289,"[0.7595527867697286, 0.998738391120618]",0.7585945282295806
290,"[0.6911851870526674, 0.8002942616092862]",0.5531515389075908
291,"[0.0884728531901775, 0.8766711258758844]",0.07756159581568474
292,"[0.1074275934159985, 0.5923079294521489]",0.06363021542225739
293,"[0.4012463874924985, 0.08862979623542222]",0.03556238556365941
294,"[0.4153875534621354, 0.23313571767272656]",0.09684167538871301
295,"[0.34868958850047727, 0.9983325753385154]",0.34810817488140866
296,"[0.4254255319898228, 0.8917696219703469]",0.379381565839098
297,"[0.7457420150842036, 0.11238714376260406]",0.08381181505908243
298,"[0.268044570975302, 0.09946622870568378]",0.026661382599946274
299,"[0.1329649008948206, 0.6133421499867553]",0.08155297818760511
300,"[0.4377122778329683, 0.29799426102873694]",0.13043574677604058
301,"[0.12777956528865708, 0.6999217328229678]",0.0894356947562024
302,"[0.15008318689546862, 0.2256479101797546]",0.033865957476080025
303,"[0.5776318562866983, 0.15945512760378955]",0.09210636135220931
304,"[0.11129757504397741, 0.7070562942357125]",0.07869365096801578
305,"[0.043903162976072885, 0.5496100668520966]",0.024129620338297908
306,"[0.19439503818371573, 0.8929167745675922]",0.17357859048694738
307,"[0.19270228282146562, 0.2960956897610926]",0.057058315350559004
308,"[0.047567018841755404, 0.23564466204015955]",0.011208914079223354
309,"[0.8511706602039664, 0.8100173137833648]",0.68946297174963
310,"[0.7477405813400974, 0.5438830700529721]",0.40668344298244624
311,"[0.3889202373133335, 0.7107253086660524]",0.2764154557109933
312,"[0.48376233518392997, 0.47900959878797755]",0.23172680208518942
313,"[0.5494282321585784, 0.13475387629219449]",0.07403758402773618
314,"[0.9122001770462602, 0.7259385716044091]",0.6622012935422512
315,"[0.26729378968410455, 0.07803927134121669]",0.020859412580979942
316,"[0.6262838746565719, 0.08199510846282498]",0.0513522142309839
317,"[0.32735839731723815, 0.41864495199204665]",0.1370469405290685
318,"[0.21587623429631764, 0.050974470816371076]",0.011004176805085728
319,"[0.11183552102105088, 0.8351293201524677]",0.09339712263920723
320,"[0.6010329489476764, 0.5965718908311023]",0.3585593628055087
321,"[0.3549472531638045, 0.03358527965161917]",0.01192100275908044
322,"[0.4459071698467785, 0.7870835614870988]",0.35096620333563505
323,"[0.4590079852051774, 0.8371937519969663]",0.38427861733049046
324,"[0.2643748845542664, 0.6589792430502408]",0.17421756130506527
325,"[0.7278979088723934, 0.7533007785408289]",0.5483260614518153
326,"[0.3482049819482582, 0.7678247938731371]",0.2673604184900208
327,"[0.6517383544023679, 0.07335503975517266]",0.047808292897156504
328,"[0.45534260168471463, 0.9349196046968242]",0.4257087251686969
329,"[0.0016583931743257008, 0.8710223405735701]",0.0014444975042924046
330,"[0.5002536147950302, 0.3628875254918037]",0.18153579639129847
331,"[0.24097215554042828, 0.8070553460777877]",0.19447786638479084
332,"[0.07013711660587707, 0.8603510486249726]",0.06034254181939831
333,"[0.9436573226999638, 0.6773583496315247]",0.6391941667217507
334,"[0.6327220736376322, 0.4108034983948906]",0.25992444136200893
335,"[0.6498659847086935, 0.4637406434795648]",0.30136926992429053
336,"[0.18388810142739564, 0.6661723624754137]",0.12250117095900664
337,"[0.3531908558629485, 0.4245132186388023]",0.1499341870161736
338,"[0.49515861986728105, 0.37518638630251555]",0.18577677323454617
339,"[0.9899586423111706, 0.8649472892620619]",0.8562620441485981
340,"[0.2618536475137324, 0.0973878730147767]",0.025501369772523468
341,"[0.18658568691758315, 0.01548776762763937]",0.002889795761622999
342,"[0.7313010821451252, 0.6477144635140631]",0.4736742880888836
343,"[0.6605386534512252, 0.20947653004948563]",0.13836734508852236
344,"[0.5401897952023399, 0.4370285299309711]",0.23607835208099093
345,"[0.341788599409135, 0.33803958499286213]",0.11553807629955559
346,"[0.409160829908886, 0.3304653309224581]",0.13521346905634762
347,"[0.788908759567175, 0.7497530941394265]",0.5914867834791864
348,"[0.9345616307226972, 0.9550372965274048]",0.8925412132436474
349,"[0.02661799445209534, 0.6478289121093195]",0.017243906388432824
350,"[0.2757824847290614, 0.9152655583215982]",0.252414209860862
351,"[0.059156097758001125, 0.9436270259434764]",0.05582129259380415
352,"[0.1895808557813391, 0.44000566476369907]",0.08341665047453907
353,"[0.6712212507418881, 0.6879299444053646]",0.46175319770656637
354,"[0.46857149266939413, 0.22245412846440615]",0.10423566302503595
355,"[0.1301332138343242, 0.014127121959175759]",0.001838407782776996
356,"[0.5303188078547805, 0.17274968795019008]",0.09161240857103013
357,"[0.25622350921681125, 0.010357132762223498]",0.00265374090176131
358,"[0.40724821312082726, 0.06762317761292225]",0.027539418248414913
359,"[0.34963548350783313, 0.5224504450195728]",0.18266721395330093
360,"[0.9670385796029786, 0.17047118796808303]",0.16485221547588738
361,"[0.11350651183471983, 0.9270394604988372]",0.10522501549436356
362,"[0.5882529408155788, 0.6953369996747207]",0.4090340349165356
363,"[0.9422418582933388, 0.8080646769148793]",0.7613923627974823
364,"[0.550696314092796, 0.8928065939254604]",0.4916653004724946
365,"[0.4573073759404952, 0.06837750332944414]",0.031269536620950576
366,"[0.009489692281298923, 0.1257475343858646]",0.0011933054064539102
367,"[0.08446785942136681, 0.07617721266779898]",0.006434526090735207
368,"[0.5568700915735403, 0.5131028090230271]",0.2857316082472938
369,"[0.37644721458597186, 0.47872585425671244]",0.18021501438522933
370,"[0.14981590945012868, 0.6304941277435261]",0.09445805115086198
371,"[0.7901805851378119, 0.21786678783939273]",0.17215410589702687
372,"[0.10327857962223053, 0.3916333501778726]",0.04044733613906631
373,"[0.7978190771847874, 0.6106632462249038]",0.4871987875738193
374,"[0.2992838431922481, 0.6554829542061966]",0.1961754576818389
375,"[0.8144188343647614, 0.11303568281399534]",0.09205838903899898
376,"[0.2770328758590178, 0.6151736426857524]",0.17042332338590183
377,"[0.7261077087300895, 0.306867905312847]",0.2228191516095134
378,"[0.5914589821781554, 0.8211138855153135]",0.48565518297923777
379,"[0.1974375983089255, 0.47014068910863194]",0.09282344852491149
380,"[0.3849898645275128, 0.7834206187401015]",0.30160899787681195
381,"[0.9200252049920055, 0.01030158486208399]",0.009477717724481364
382,"[0.5896150889424244, 0.5344054410827302]",0.3150935116753096
383,"[0.8996528651535941, 0.8664678779281393]",0.7795203089416052
384,"[0.686374453084523, 0.04652177425455506]",0.03193135736049187
385,"[0.9321765277083057, 0.8516302154111058]",0.793869697093401
386,"[0.3913516075390878, 0.07340187643119689]",0.028725942337734386
387,"[0.2495470564922333, 0.5263660132256368]",0.13135308923800962
388,"[0.7220436314452555, 0.5210471094644348]",0.37621874707175407
389,"[0.2305665041575079, 0.040761029554514216]",0.009398128090245204
390,"[0.19105973545150035, 0.9849329473674442]",0.1881810283614904
391,"[0.006973437774936975, 0.19602897147061837]",0.0013669958346352526
392,"[0.16083737745789195, 0.17516207386449323]",0.02817260859045065
393,"[0.4964371681635876, 0.7269147229038339]",0.3608674865347983
394,"[0.4408034178903254, 0.40377967734636944]",0.17798746184893244
395,"[0.04609051512782891, 0.5143538318597632]",0.023706833068389187
396,"[0.8483367921555853, 0.935986588663317]",0.7940318601272877
397,"[0.21523557377330838, 0.5195261749386854]",0.11182051435318012
398,"[0.5598369054256725, 0.9745575142632353]",0.5455932629444654
399,"[0.5855751010273542, 0.518718115600238]",0.30374841294732813
400,"[0.570218155793149, 0.9281431364736967]",0.5292440675921004
401,"[0.9782108151879509, 0.5017540942699648]",0.4908212815797142
402,"[0.6825304616151158, 0.27835868729123847]",0.18998828333146664
403,"[0.6071538640287613, 0.8178664656697772]",0.4965707848909514
404,"[0.8927043384363668, 0.6641430254816566]",0.5928833601897293
405,"[0.08307914278300288, 0.30211399582040754]",0.025099371795507173
406,"[0.25051321148312533, 0.15897824335251243]",0.03982615029818371
407,"[0.7456480972001341, 0.3989386047975707]",0.29746781156698493
408,"[0.9475992210844837, 0.4132641593980514]",0.39160879554772743
409,"[0.7159377670856685, 0.8238184891309487]",0.5898027695923005
410,"[0.46754808871216413, 0.11296241929244755]",0.052815363236485946
411,"[0.5934184478215251, 0.8469370927756971]",0.5025880949974292
412,"[0.377753234912537, 0.09832574812624795]",0.03714286942988548
413,"[0.14468915854637954, 0.564491537426951]",0.08167580555685765
414,"[0.24079596571456885, 0.22667863055388981]",0.054583299751079874
415,"[0.4233483082953067, 0.7147934219017952]",0.3026065859427384
416,"[0.21611892781124054, 0.8092333009552957]",0.17489063335160943
417,"[0.3302345677511561, 0.24368081496027172]",0.08047182859765478
418,"[0.5495389353862509, 0.16053159576098153]",0.08821836223034576
419,"[0.003766493092980494, 0.7081536018827335]",0.002667255650260574
420,"[0.9521147969008698, 0.48658140178747844]",0.4632813525386255
421,"[0.15127793537886924, 0.44442761004213704]",0.0672320912725397
422,"[0.4633794763859952, 0.8480033086160131]",0.3929473291200797
423,"[0.4500452075827309, 0.4539318112040923]",0.20428983620175076
424,"[0.39779421515386426, 0.6205575822420087]",0.24685421638573946
